,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
2400,good,20,priv,48,40,married,no_rec,fixed,75,144,7000,0,500,980
2401,good,38,rent,12,66,married,no_rec,fixed,79,340,0,0,700,1568
2402,good,26,rent,60,50,married,no_rec,fixed,85,250,0,0,1000,1297
2403,good,3,owner,12,30,married,no_rec,fixed,60,296,4500,2000,200,1338
2404,bad,5,parents,48,24,single,no_rec,partime,35,139,2000,0,1000,1492
2405,good,12,owner,60,28,married,yes_rec,fixed,75,110,3500,1394,900,1082
2406,bad,1,parents,24,23,single,no_rec,partime,35,70,0,0,500,640
2407,good,4,owner,60,41,married,no_rec,fixed,45,87,6500,0,1100,1670
2408,bad,13,priv,60,38,married,no_rec,fixed,90,108,1500,30,1400,1410
2409,good,1,parents,36,21,married,no_rec,fixed,45,90,2000,0,1200,1350
2410,good,5,parents,60,21,single,no_rec,fixed,45,56,0,0,1400,2067
2411,good,10,rent,36,46,married,no_rec,fixed,114,235,0,0,500,1531
2412,bad,1,parents,60,36,married,no_rec,partime,60,60,0,0,1400,1612
2413,good,3,rent,36,20,single,no_rec,partime,58,225,0,0,1500,2050
2414,bad,5,rent,60,40,married,yes_rec,freelance,54,89,0,0,1200,1457
2415,bad,2,priv,36,32,married,no_rec,fixed,75,80,2500,0,1300,1813
2416,bad,19,rent,60,37,separated,yes_rec,fixed,41,63,0,0,2700,2957
2417,good,1,owner,60,52,married,no_rec,fixed,60,250,3000,0,1550,1850
2418,good,5,priv,24,32,separated,no_rec,freelance,35,143,8000,0,600,1350
2419,good,7,rent,60,30,married,no_rec,fixed,42,73,0,0,950,1169
2420,good,25,rent,60,48,married,no_rec,fixed,103,126,3500,0,1450,1575
2421,good,11,owner,36,32,married,no_rec,fixed,60,101,12000,2400,965,1265
2422,bad,27,owner,60,58,married,no_rec,freelance,60,60,15000,0,1450,1657
2423,good,19,owner,60,56,married,no_rec,fixed,45,169,7000,0,1400,1714
2424,bad,2,rent,48,48,married,yes_rec,others,109,193,0,0,1140,1143
2425,good,5,rent,24,41,separated,no_rec,fixed,44,90,0,0,550,1319
2426,good,10,parents,24,40,married,no_rec,partime,60,116,2000,0,480,620
2427,bad,1,parents,48,21,single,no_rec,partime,35,60,0,0,1350,1601
2428,good,6,parents,48,24,single,no_rec,fixed,35,107,6500,1172,1000,1200
2429,good,22,owner,18,57,married,yes_rec,fixed,45,150,6000,0,500,1727
2430,bad,0,rent,48,54,married,no_rec,freelance,135,254,0,0,2000,2476
2431,bad,6,parents,36,31,single,yes_rec,freelance,35,319,0,0,1200,1730
2432,good,3,other,36,40,married,no_rec,fixed,60,90,55,0,400,1661
2433,good,2,owner,12,32,married,no_rec,freelance,45,122,5000,500,350,625
2434,good,1,parents,60,30,married,no_rec,freelance,60,93,0,0,1600,1647
2435,good,18,owner,36,42,married,no_rec,fixed,75,121,2000,150,900,1633
2436,good,2,parents,24,23,single,no_rec,partime,35,93,2500,0,230,670
2437,good,17,rent,48,36,married,no_rec,fixed,61,162,0,0,1000,1641
2438,bad,0,rent,48,42,married,no_rec,partime,75,154,0,0,1300,1400
2439,good,2,parents,36,24,married,yes_rec,freelance,45,43,0,0,1000,2223
2440,good,9,owner,60,53,married,no_rec,freelance,60,51,8000,3000,1450,1970
2441,good,11,rent,60,29,married,no_rec,fixed,74,135,0,0,1000,1097
2442,bad,3,owner,48,53,married,no_rec,others,75,60,148,1,1500,1637
2443,good,2,parents,60,23,single,no_rec,fixed,35,106,0,0,820,1097
2444,good,32,parents,42,53,married,no_rec,freelance,60,160,0,0,200,829
2445,bad,8,parents,60,28,single,yes_rec,fixed,35,76,0,0,1300,1550
2446,bad,1,owner,60,40,married,no_rec,fixed,45,137,3000,180,1700,1777
2447,good,24,other,60,40,married,no_rec,fixed,45,115,0,0,1250,1461
2448,bad,1,parents,30,23,single,no_rec,freelance,35,60,0,0,800,1452
2449,good,15,rent,48,55,widow,no_rec,fixed,62,173,0,0,1100,1467
2450,good,24,owner,48,48,married,no_rec,fixed,75,90,3000,0,400,975
2451,bad,5,rent,36,48,married,no_rec,freelance,97,365,0,0,1300,1736
2452,bad,1,other,36,44,married,yes_rec,fixed,60,154,2500,0,2000,2500
2453,bad,0,parents,36,29,separated,no_rec,freelance,35,56,0,0,650,975
2454,bad,4,rent,60,46,married,no_rec,freelance,70,100,0,0,2400,2500
2455,good,0,parents,36,23,single,no_rec,fixed,35,70,0,0,900,1210
2456,good,2,other,48,29,single,no_rec,fixed,35,75,0,0,650,824
2457,good,25,owner,60,63,married,yes_rec,freelance,60,60,47500,3360,1000,1162
2458,good,17,rent,24,40,married,yes_rec,fixed,58,128,0,0,700,982
2459,good,14,parents,48,37,married,yes_rec,fixed,60,120,0,0,1000,1189
2460,bad,0,other,60,23,single,no_rec,fixed,35,54,0,0,700,969
2461,good,15,owner,36,49,married,no_rec,fixed,75,113,8000,0,1050,1055
2462,bad,16,rent,60,40,married,no_rec,freelance,82,71,0,0,2000,2250
2463,good,16,owner,36,40,married,yes_rec,fixed,90,120,6000,0,900,1150
2464,good,1,parents,36,23,single,no_rec,fixed,35,55,5000,0,775,925
2465,good,15,owner,36,42,single,no_rec,fixed,35,90,5000,3000,1000,1243
2466,good,5,owner,60,35,married,no_rec,freelance,45,69,1,0,700,768
2467,good,5,rent,48,28,married,yes_rec,fixed,60,154,3000,0,825,1661
2468,bad,0,owner,48,39,married,no_rec,freelance,60,16,3000,0,850,1053
2469,good,1,owner,36,36,married,no_rec,freelance,75,416,8000,0,3875,5175
2470,good,13,parents,48,28,married,no_rec,fixed,90,105,0,0,1200,1590
2471,good,10,rent,36,38,married,no_rec,fixed,66,210,0,0,500,1171
2472,good,2,owner,60,33,married,no_rec,fixed,35,146,8000,2000,1000,1844
2473,good,2,parents,60,30,separated,no_rec,freelance,35,150,0,0,1500,1671
2474,bad,0,owner,36,36,married,no_rec,others,45,105,5000,3000,1000,1620
2475,good,13,owner,60,28,married,no_rec,fixed,45,148,3500,144,1350,1496
2476,good,0,priv,48,56,married,no_rec,others,35,84,4500,50,700,940
2477,good,8,rent,48,39,married,no_rec,freelance,66,60,0,0,700,1580
2478,good,4,owner,36,54,married,no_rec,freelance,35,80,25000,0,1400,1490
2479,good,15,parents,60,35,single,no_rec,fixed,45,226,6000,2200,1350,1609
2480,good,1,owner,48,29,married,no_rec,fixed,45,130,4000,0,1000,1777
2481,bad,20,rent,60,47,married,no_rec,fixed,85,100,8000,0,1250,1250
2482,good,2,owner,60,35,married,no_rec,others,60,175,2500,0,1250,1412
2483,bad,0,other,60,32,single,no_rec,partime,35,38,0,0,600,1690
2484,good,0,rent,60,35,single,no_rec,fixed,51,163,0,0,1000,1353
2485,good,15,other,36,30,married,no_rec,fixed,45,131,0,0,250,1341
2486,good,24,owner,48,39,married,no_rec,fixed,75,125,6000,200,1000,1409
2487,good,15,owner,48,57,married,no_rec,freelance,35,212,65000,0,1300,1852
2488,bad,1,rent,24,32,single,no_rec,freelance,35,89,0,0,290,490
2489,good,17,rent,30,45,married,no_rec,fixed,55,104,0,0,550,575
2490,bad,1,rent,24,24,single,no_rec,partime,42,65,0,0,750,1192
2491,bad,2,parents,60,23,single,yes_rec,partime,35,75,0,0,1100,1139
2492,good,0,parents,60,24,single,no_rec,fixed,35,126,1500,0,900,1092
2493,good,0,parents,18,20,married,no_rec,fixed,35,91,0,0,600,750
2494,good,14,rent,36,49,married,no_rec,fixed,70,103,0,0,500,1017
2495,good,2,parents,60,24,single,no_rec,fixed,35,100,0,0,1600,1601
2496,good,7,rent,60,40,married,yes_rec,freelance,76,164,3000,0,800,1032
2497,good,6,owner,60,31,married,no_rec,fixed,45,131,4000,1600,600,1661
2498,good,2,other,18,25,married,yes_rec,freelance,60,54,0,0,850,1400
2499,good,0,other,48,39,married,no_rec,fixed,60,85,0,0,1450,1594
2500,bad,2,priv,60,22,married,no_rec,partime,35,60,2800,0,1300,1422
2501,bad,0,owner,36,30,separated,no_rec,freelance,60,48,7000,0,300,365
2502,good,0,parents,60,21,single,no_rec,partime,45,312,10000,0,1033,1175
2503,good,0,parents,24,22,single,no_rec,partime,35,80,0,0,650,1356
2504,bad,0,rent,18,28,married,yes_rec,fixed,68,83,0,0,200,300
2505,good,8,owner,24,32,married,no_rec,fixed,60,77,4000,0,350,865
2506,good,2,parents,24,23,single,no_rec,freelance,35,63,20000,0,600,2143
2507,good,0,parents,24,36,married,no_rec,others,90,31,0,0,625,725
2508,bad,2,rent,60,20,single,no_rec,fixed,46,108,0,0,1200,1300
2509,good,4,owner,60,25,married,no_rec,fixed,45,68,4500,1379,725,1460
2510,good,5,parents,30,24,married,no_rec,fixed,35,120,0,0,700,1804
2511,good,8,owner,36,35,married,yes_rec,fixed,45,213,6000,0,1700,2450
2512,good,10,parents,48,58,married,no_rec,others,35,450,2500,0,1200,1505
2513,good,5,owner,60,32,married,no_rec,fixed,45,145,13000,0,1500,1850
2514,bad,15,owner,36,56,married,yes_rec,freelance,35,90,16000,0,800,1300
2515,good,2,rent,60,53,widow,no_rec,fixed,46,114,0,0,1050,1348
2516,good,2,parents,60,26,single,no_rec,fixed,35,104,10000,0,1400,1490
2517,good,20,owner,60,40,married,no_rec,fixed,45,240,8000,0,900,950
2518,good,1,owner,36,48,married,no_rec,others,45,45,32000,0,1500,2700
2519,good,10,parents,60,28,single,no_rec,fixed,35,70,3500,0,1300,1743
2520,good,0,owner,60,34,married,no_rec,fixed,60,85,4000,0,1100,1628
2521,good,11,owner,60,28,married,no_rec,fixed,35,82,1500,0,1090,1491
2522,bad,2,rent,24,30,married,no_rec,partime,53,80,0,0,500,975
2523,bad,20,owner,48,47,married,no_rec,freelance,45,66,1,0,1200,1668
2524,bad,0,priv,60,43,married,no_rec,partime,90,82,4000,0,600,790
2525,good,3,owner,60,41,married,no_rec,fixed,75,99,16000,500,1000,3300
2526,good,28,owner,48,54,married,no_rec,freelance,75,46,15000,0,900,1300
2527,good,23,other,54,38,separated,no_rec,fixed,60,178,0,0,740,989
2528,good,4,rent,60,30,married,no_rec,fixed,60,147,5500,2000,1700,1719
2529,good,11,owner,48,41,married,yes_rec,freelance,45,280,4000,1300,1000,1350
2530,good,12,owner,60,45,married,no_rec,freelance,35,75,4000,0,1000,1100
2531,good,6,owner,6,29,married,no_rec,fixed,45,190,5000,0,200,2179
2532,bad,0,owner,6,33,single,yes_rec,partime,45,240,4500,0,675,1146
2533,good,1,parents,48,25,single,no_rec,freelance,35,280,6000,0,1100,1650
2534,bad,8,other,60,41,married,no_rec,freelance,45,62,0,0,1800,2101
2535,good,12,owner,48,35,married,no_rec,fixed,60,90,4500,0,900,1097
2536,good,17,parents,36,33,separated,yes_rec,fixed,35,96,0,0,475,475
2537,good,17,rent,60,44,married,no_rec,fixed,51,159,0,0,1100,1668
2538,good,1,owner,48,42,married,no_rec,fixed,75,155,8000,0,600,1680
2539,good,19,rent,60,42,single,no_rec,fixed,43,78,0,0,730,1070
2540,bad,0,rent,24,42,married,yes_rec,fixed,103,283,0,0,1897,2517
2541,good,10,owner,54,41,married,no_rec,fixed,45,130,4500,0,1700,1957
2542,good,16,other,42,49,married,yes_rec,fixed,45,80,0,0,700,950
2543,good,0,rent,36,42,single,yes_rec,partime,48,129,0,0,525,525
2544,good,5,owner,60,49,married,no_rec,fixed,35,122,5000,0,1500,1740
2545,good,10,owner,30,32,married,no_rec,freelance,60,65,3000,0,600,1200
2546,good,7,parents,36,24,single,no_rec,fixed,35,127,0,0,300,2612
2547,good,3,other,48,28,married,no_rec,fixed,35,125,1500,0,1500,1689
2548,good,0,owner,36,42,married,no_rec,freelance,60,260,3000,250,1100,1288
2549,good,10,rent,60,42,married,no_rec,fixed,76,158,5000,0,1000,1000
2550,good,32,owner,36,49,married,no_rec,fixed,75,163,4000,0,400,700
2551,bad,14,owner,48,29,married,no_rec,fixed,75,131,4000,0,980,2981
2552,good,20,rent,60,38,married,no_rec,fixed,74,140,0,0,1500,1600
2553,good,26,owner,60,41,married,no_rec,fixed,45,132,0,0,1100,1472
2554,good,10,priv,60,46,married,no_rec,fixed,75,66,5500,1700,1250,1525
2555,good,6,owner,60,33,married,no_rec,partime,60,140,6000,0,1150,1715
2556,good,2,owner,60,23,single,no_rec,fixed,35,150,3000,0,2000,4904
2557,good,24,owner,48,39,married,no_rec,fixed,75,110,3000,0,1150,1379
2558,bad,2,priv,48,27,married,no_rec,others,75,59,2500,2200,1200,1530
2559,good,3,priv,36,37,married,no_rec,freelance,45,87,4500,0,900,1596
2560,good,1,parents,48,23,single,no_rec,fixed,35,139,0,0,650,650
2561,good,2,parents,36,22,single,no_rec,partime,35,100,25000,0,1400,1850
2562,good,16,rent,60,35,single,no_rec,fixed,49,135,0,0,1300,1310
2563,good,5,owner,48,46,married,no_rec,fixed,90,137,2000,0,1100,1487
2564,good,1,rent,60,40,married,no_rec,fixed,57,120,0,0,1500,1737
2565,good,0,rent,48,52,married,no_rec,freelance,35,91,5000,0,800,1794
2566,good,7,owner,36,41,married,no_rec,fixed,75,87,4500,0,2000,2104
2567,good,23,rent,48,57,single,yes_rec,fixed,49,142,0,0,1300,1450
2568,good,2,parents,60,35,single,no_rec,others,35,65,0,0,1100,1324
2569,good,10,owner,6,46,married,no_rec,freelance,45,464,10000,0,1100,2235
2570,bad,5,rent,60,42,married,yes_rec,freelance,113,83,0,0,1530,1530
2571,bad,0,other,60,38,married,yes_rec,fixed,45,183,0,0,1500,1700
2572,good,0,owner,48,25,single,no_rec,fixed,35,126,2800,0,1170,1372
2573,bad,0,parents,24,20,single,no_rec,partime,35,66,0,0,550,550
2574,good,2,rent,48,24,single,no_rec,fixed,44,90,0,0,1200,1450
2575,good,10,other,60,57,married,no_rec,fixed,60,84,9000,0,1400,1423
2576,good,4,other,60,37,married,yes_rec,freelance,60,61,0,0,1420,1450
2577,good,4,parents,60,27,married,no_rec,freelance,35,103,0,0,1050,1214
2578,bad,2,owner,60,31,married,no_rec,fixed,45,55,4000,800,700,1250
2579,good,43,other,24,60,married,no_rec,fixed,60,185,0,0,319,1669
2580,good,8,parents,48,34,single,no_rec,fixed,35,85,0,0,1000,1383
2581,good,9,owner,48,26,married,no_rec,fixed,35,101,5000,0,500,1997
2582,good,8,priv,48,25,single,no_rec,fixed,45,180,1500,0,1100,1200
2583,good,30,other,48,50,married,no_rec,fixed,45,220,0,0,600,900
2584,bad,2,owner,48,41,married,no_rec,fixed,60,142,4000,0,2000,2465
2585,good,5,parents,24,32,married,no_rec,fixed,35,91,0,0,450,530
2586,bad,2,rent,60,62,married,yes_rec,others,41,57,8000,0,1200,1500
2587,good,1,owner,48,27,single,yes_rec,fixed,45,62,5000,0,1500,1788
2588,bad,10,owner,48,54,married,no_rec,freelance,35,27,5000,0,1050,1054
2589,bad,4,other,36,54,married,no_rec,freelance,60,37,0,0,250,350
2590,good,22,other,24,36,married,no_rec,fixed,45,176,0,0,700,1428
2591,good,7,owner,60,55,married,no_rec,fixed,45,124,5000,0,800,982
2592,bad,1,parents,60,19,single,no_rec,fixed,45,128,9500,2800,1300,1540
2593,bad,7,owner,60,31,married,no_rec,fixed,60,92,3500,991,1050,1158
2594,good,7,other,48,55,married,no_rec,fixed,75,100,6000,0,1200,1700
2595,good,21,owner,36,37,married,no_rec,fixed,75,300,7000,3500,1100,1876
2596,good,8,owner,24,51,married,no_rec,fixed,45,167,8000,0,250,400
2597,good,25,owner,60,51,married,no_rec,fixed,60,222,7000,0,1300,1400
2598,bad,1,parents,48,22,single,no_rec,freelance,35,169,10000,0,650,722
2599,good,0,rent,60,57,married,no_rec,others,43,80,0,0,1200,1515
2600,bad,5,rent,48,48,married,yes_rec,freelance,65,50,0,0,1200,1487
2601,good,13,parents,60,28,married,no_rec,fixed,35,138,0,0,1080,1192
2602,good,2,rent,36,54,married,no_rec,fixed,54,187,0,0,1200,2050
2603,bad,1,owner,60,53,married,no_rec,freelance,35,140,8000,0,1600,2222
2604,good,7,parents,60,25,single,no_rec,fixed,35,58,28000,0,1100,1338
2605,good,18,other,36,42,single,no_rec,fixed,35,83,0,0,700,1380
2606,bad,1,rent,36,40,separated,no_rec,others,79,38,0,0,400,400
2607,good,6,owner,48,35,married,no_rec,freelance,60,51,3500,350,1300,1588
2608,bad,2,owner,60,42,widow,no_rec,others,45,35,6000,0,650,865
2609,good,12,owner,48,31,married,no_rec,fixed,60,84,5000,0,700,1702
2610,good,7,parents,60,30,single,no_rec,fixed,35,95,0,0,900,1158
2611,good,18,owner,36,41,married,no_rec,fixed,45,104,12000,800,900,1607
2612,good,6,owner,36,58,married,no_rec,fixed,60,390,45000,0,1000,2318
2613,good,10,owner,60,50,married,no_rec,fixed,75,209,13500,0,1450,1786
2614,good,7,priv,48,27,married,no_rec,fixed,60,71,800,0,800,1505
2615,good,1,parents,36,33,married,no_rec,fixed,35,200,0,0,600,1580
2616,bad,1,owner,60,47,separated,no_rec,fixed,35,48,5000,0,1200,1445
2617,bad,0,parents,60,38,separated,yes_rec,freelance,45,66,0,0,700,1738
2618,good,7,owner,24,41,married,no_rec,freelance,45,86,6000,0,1200,2676
2619,bad,16,owner,36,30,married,no_rec,fixed,45,82,4500,0,800,975
2620,good,10,owner,36,49,married,no_rec,freelance,45,126,5000,0,800,1150
2621,good,11,owner,48,53,married,no_rec,fixed,45,111,5000,0,1300,1763
2622,good,20,owner,48,44,married,no_rec,fixed,45,87,3000,0,800,1694
2623,good,1,rent,6,34,married,no_rec,freelance,99,535,0,0,500,1196
2624,good,8,rent,36,51,married,yes_rec,freelance,60,104,0,0,400,600
2625,bad,1,owner,60,36,married,yes_rec,freelance,45,41,4000,2000,1500,1743
2626,good,13,other,48,40,married,yes_rec,freelance,75,270,0,0,2300,2750
2627,bad,8,parents,36,27,single,no_rec,partime,35,53,0,0,225,350
2628,bad,1,owner,36,38,married,no_rec,freelance,90,49,7000,300,1200,1619
2629,good,13,other,60,40,married,no_rec,fixed,60,140,0,0,700,1465
2630,good,2,parents,60,24,single,no_rec,fixed,35,67,0,0,316,1080
2631,good,6,owner,48,37,married,no_rec,freelance,45,189,15750,3000,2300,2936
2632,good,0,rent,60,30,married,no_rec,fixed,43,80,0,0,1000,1056
2633,good,8,rent,48,44,married,no_rec,fixed,62,170,0,0,1000,1387
2634,good,8,priv,36,31,married,no_rec,fixed,60,110,2000,360,400,450
2635,good,4,other,60,27,married,no_rec,fixed,35,98,5000,0,1200,1609
2636,bad,7,parents,24,31,married,no_rec,freelance,35,67,0,0,200,2000
2637,good,3,owner,12,28,married,no_rec,fixed,35,120,8000,0,1000,2997
2638,good,8,owner,36,38,married,no_rec,fixed,45,150,23000,0,2800,4400
2639,good,1,parents,36,25,single,no_rec,fixed,35,62,0,0,750,1366
2640,good,17,owner,48,51,married,no_rec,freelance,35,100,16000,0,1100,1358
2641,good,3,owner,60,36,married,no_rec,fixed,45,160,6500,0,1500,2038
2642,good,13,owner,48,37,married,no_rec,fixed,60,205,5000,0,600,1243
2643,bad,9,rent,60,37,single,no_rec,fixed,47,115,0,0,1600,1800
2644,bad,0,other,48,45,married,yes_rec,fixed,45,75,0,0,1000,1135
2645,bad,0,other,60,51,married,no_rec,freelance,60,198,0,0,1300,1321
2646,bad,15,owner,24,34,married,no_rec,freelance,35,76,148,1,1300,2099
2647,good,15,owner,12,39,married,no_rec,freelance,60,110,4000,0,700,1100
2648,good,1,owner,60,49,married,no_rec,fixed,105,531,47000,0,1400,1601
2649,good,5,priv,60,24,single,no_rec,fixed,35,145,4000,0,1000,1346
2650,good,5,rent,48,36,married,yes_rec,freelance,72,120,100000,0,775,950
2651,good,0,owner,24,33,married,no_rec,partime,35,100,8000,0,500,2700
2652,good,12,owner,60,39,married,no_rec,fixed,45,167,6000,0,1435,1875
2653,good,14,owner,12,41,married,no_rec,freelance,60,245,7000,0,500,1253
2654,good,23,owner,36,59,married,no_rec,fixed,35,100,7000,0,850,1334
2655,good,8,owner,48,46,married,no_rec,freelance,75,190,7000,0,800,847
2656,good,3,owner,60,32,married,no_rec,fixed,35,125,9000,2300,1350,1550
2657,good,15,owner,60,33,married,no_rec,fixed,45,90,3000,0,1200,1323
2658,good,4,owner,60,34,married,no_rec,fixed,45,205,11000,3700,1300,2060
2659,bad,3,other,24,28,single,no_rec,fixed,35,51,0,0,800,1750
2660,good,31,owner,48,56,married,no_rec,fixed,35,144,3000,0,850,928
2661,bad,5,rent,36,40,married,yes_rec,freelance,35,146,0,0,1800,2800
2662,bad,11,owner,60,45,married,yes_rec,fixed,105,235,2000,670,1400,2079
2663,good,8,owner,36,46,married,no_rec,fixed,35,160,6000,600,600,1100
2664,good,11,rent,60,54,married,no_rec,fixed,54,90,0,0,1000,1303
2665,good,21,other,60,43,single,no_rec,fixed,35,115,0,0,1000,1338
2666,good,1,owner,48,53,married,no_rec,freelance,35,213,20000,0,1250,2040
2667,bad,0,owner,60,43,married,yes_rec,fixed,60,85,4000,0,1500,1813
2668,good,4,priv,36,51,married,no_rec,others,45,192,4000,108,575,1075
2669,bad,30,owner,60,61,married,yes_rec,freelance,35,169,60000,0,950,1015
2670,good,14,owner,60,34,single,no_rec,fixed,35,90,5000,0,1000,1349
2671,good,3,parents,36,26,married,no_rec,freelance,35,61,18000,0,800,1000
2672,good,3,parents,18,21,single,yes_rec,fixed,35,75,0,0,500,1364
2673,good,2,parents,60,41,married,yes_rec,fixed,35,80,0,0,1000,1500
2674,good,10,owner,60,28,married,no_rec,freelance,45,64,4000,0,1200,1214
2675,bad,3,rent,36,23,married,no_rec,fixed,53,178,0,0,1600,2000
2676,bad,0,rent,6,37,separated,yes_rec,freelance,35,239,0,0,760,768
2677,good,10,owner,60,27,married,no_rec,freelance,35,180,8000,3530,1700,1847
2678,good,26,owner,60,56,married,no_rec,fixed,35,120,3500,0,1400,1477
2679,bad,1,owner,60,40,married,no_rec,freelance,35,349,6000,4000,1300,1511
2680,bad,12,other,60,36,married,yes_rec,fixed,60,99,0,0,750,790
2681,good,15,rent,48,46,married,no_rec,fixed,57,122,0,0,1350,1500
2682,good,17,owner,6,42,married,no_rec,fixed,90,111,10000,0,1000,2626
2683,bad,5,ignore,48,46,married,no_rec,freelance,75,91,6000,0,4500,6222
2684,good,6,parents,60,23,single,no_rec,fixed,35,109,0,0,1332,1332
2685,bad,0,owner,36,54,married,no_rec,others,60,35,20000,0,1000,1613
2686,good,10,owner,48,38,married,no_rec,fixed,60,371,10000,4350,1450,1670
2687,good,10,other,42,26,single,no_rec,fixed,35,67,0,0,800,1400
2688,good,6,owner,60,33,married,no_rec,freelance,60,199,11000,450,1350,2006
2689,bad,1,priv,48,40,married,no_rec,freelance,45,107,4000,0,750,1720
2690,good,2,rent,48,33,single,no_rec,partime,41,57,0,0,1230,1515
2691,good,11,owner,30,27,married,no_rec,fixed,45,70,3500,0,1200,1531
2692,bad,1,owner,48,25,married,no_rec,partime,35,63,3500,0,890,890
2693,good,16,owner,60,32,married,yes_rec,fixed,35,204,7000,0,1200,1503
2694,good,20,owner,24,51,married,no_rec,fixed,45,185,10000,0,600,750
2695,bad,5,owner,48,40,married,yes_rec,fixed,75,115,20000,100,1200,1800
2696,good,3,owner,36,37,married,no_rec,freelance,35,141,5000,400,1000,1912
2697,good,13,priv,48,36,married,no_rec,fixed,75,81,4750,0,1200,1385
2698,good,6,rent,60,25,married,no_rec,fixed,55,100,0,0,1000,11140
2699,good,11,parents,48,28,single,yes_rec,fixed,35,96,0,0,1100,1370
2700,good,3,owner,60,34,married,no_rec,freelance,45,161,3000,0,1350,1423
2701,bad,2,owner,60,20,single,no_rec,fixed,35,150,32000,2000,1500,1599
2702,good,13,rent,60,34,married,no_rec,fixed,65,199,0,0,1550,2100
2703,good,7,parents,24,45,single,no_rec,fixed,35,96,0,0,300,600
2704,good,3,rent,24,28,married,no_rec,fixed,80,198,0,0,100,560
2705,good,3,owner,60,27,married,no_rec,freelance,45,21,4000,0,1050,1064
2706,good,25,owner,60,63,married,no_rec,freelance,60,70,10000,0,700,925
2707,bad,6,parents,60,23,single,no_rec,fixed,35,50,0,0,1200,1830
2708,good,3,owner,60,26,married,no_rec,freelance,35,121,8000,3055,1400,1581
2709,bad,2,rent,60,41,separated,no_rec,fixed,41,58,0,0,1000,1189
2710,bad,1,parents,48,27,single,no_rec,fixed,35,93,6000,0,550,818
2711,good,32,owner,36,53,married,no_rec,fixed,35,100,4000,0,475,550
2712,good,15,parents,36,37,married,no_rec,fixed,75,130,0,0,800,1479
2713,good,4,owner,48,50,married,no_rec,freelance,75,260,81,0,900,1073
2714,bad,2,other,36,30,single,no_rec,fixed,35,55,0,0,950,1316
2715,good,0,owner,48,45,married,no_rec,partime,35,110,3000,0,1200,1642
2716,bad,10,rent,24,36,married,no_rec,freelance,60,69,0,0,240,240
2717,good,10,owner,60,39,married,no_rec,freelance,45,95,3000,0,1000,1058
2718,good,5,rent,60,44,married,yes_rec,freelance,75,232,5000,0,1800,1888
2719,good,6,owner,36,47,married,no_rec,freelance,60,35,10000,0,1200,1974
2720,good,20,rent,48,55,married,no_rec,freelance,51,156,0,0,1000,1643
2721,bad,16,parents,60,35,separated,no_rec,fixed,35,105,0,0,800,1084
2722,bad,2,rent,36,32,married,no_rec,fixed,51,58,0,0,500,615
2723,good,9,owner,24,40,married,no_rec,freelance,60,89,5000,0,500,1490
2724,bad,1,other,48,23,single,no_rec,partime,35,147,0,0,1000,1843
2725,bad,2,owner,60,38,married,yes_rec,fixed,75,77,13000,5000,1805,1805
2726,good,6,owner,60,47,married,no_rec,fixed,60,66,5000,0,600,1625
2727,good,8,rent,48,33,married,no_rec,fixed,73,125,0,0,944,1054
2728,good,10,owner,60,33,married,no_rec,freelance,45,150,13000,0,1500,2738
2729,good,0,parents,36,22,single,no_rec,partime,35,105,3000,0,750,1092
2730,good,15,owner,24,64,married,yes_rec,freelance,75,500,29500,3500,800,1081
2731,good,15,parents,48,46,divorced,no_rec,fixed,35,125,0,0,1000,1284
2732,good,1,parents,18,23,single,no_rec,partime,35,50,0,0,250,1139
2733,good,3,owner,60,30,married,no_rec,fixed,45,95,3700,1250,1300,1665
2734,good,17,rent,48,37,married,no_rec,fixed,53,181,0,0,1050,1317
2735,good,15,owner,60,45,divorced,no_rec,fixed,35,140,16000,0,1000,1200
2736,good,0,parents,48,26,single,no_rec,fixed,35,75,0,0,850,1400
2737,good,15,parents,60,34,married,no_rec,fixed,75,182,3000,0,1500,1889
2738,good,11,parents,30,27,single,no_rec,fixed,35,117,0,0,600,1293
2739,good,9,priv,60,26,married,no_rec,fixed,35,217,4000,0,750,1546
2740,good,1,owner,12,61,married,no_rec,others,35,58,18000,0,500,1342
2741,good,11,owner,36,34,married,no_rec,fixed,60,180,23000,0,400,1084
2742,good,8,parents,24,23,single,no_rec,partime,45,110,0,0,900,931
2743,bad,5,owner,48,40,married,yes_rec,fixed,35,87,5000,0,600,1258
2744,good,0,parents,42,21,single,no_rec,fixed,35,75,0,0,900,1141
2745,good,0,other,60,37,married,no_rec,fixed,60,198,0,0,1000,1000
2746,good,10,owner,60,40,married,yes_rec,fixed,60,233,15000,2640,1400,2038
2747,good,7,owner,30,30,married,yes_rec,fixed,45,126,7000,0,500,1661
2748,bad,8,parents,60,49,married,no_rec,freelance,105,43,3000,0,1200,1451
2749,good,36,owner,60,61,married,no_rec,fixed,45,154,4000,0,1350,1650
2750,good,4,owner,48,29,married,no_rec,fixed,45,160,3500,0,1000,1226
2751,good,0,parents,24,21,single,no_rec,fixed,35,160,0,0,900,1681
2752,bad,10,owner,60,40,married,no_rec,fixed,45,70,7500,0,1388,1388
2753,good,9,rent,60,41,married,no_rec,fixed,72,120,6000,700,1600,1776
2754,good,8,owner,36,30,married,no_rec,freelance,45,80,7000,3000,1000,1734
